1,1,859.541,549.421,1,1,-1,-1,-1
1,2,1003.739,313.906,1,1,-1,-1,-1
1,3,737.592,4.378,1,1,-1,-1,-1
1,4,351.048,52.444,1,1,-1,-1,-1
1,5,922.002,288.330,1,1,-1,-1,-1
1,6,64.331,285.708,1,1,-1,-1,-1
1,7,741.946,854.576,1,1,-1,-1,-1
1,8,932.300,138.262,1,1,-1,-1,-1
1,9,714.577,144.309,1,1,-1,-1,-1
1,10,901.710,555.288,1,1,-1,-1,-1
1,11,929.472,746.329,1,1,-1,-1,-1
1,12,481.107,630.934,1,1,-1,-1,-1
1,13,92.031,231.338,1,1,-1,-1,-1
1,14,675.071,767.743,1,1,-1,-1,-1
1,15,767.385,714.485,1,1,-1,-1,-1
1,16,992.313,920.692,1,1,-1,-1,-1
1,17,764.535,494.275,1,1,-1,-1,-1
1,18,68.071,360.895,1,1,-1,-1,-1
1,19,667.495,337.327,1,1,-1,-1,-1
1,20,972.228,623.794,1,1,-1,-1,-1
1,21,163.780,196.096,1,1,-1,-1,-1
1,22,447.184,4.345,1,1,-1,-1,-1
1,23,473.853,640.866,1,1,-1,-1,-1
1,24,207.208,969.323,1,1,-1,-1,-1
1,25,912.597,187.842,1,1,-1,-1,-1
1,26,201.180,970.866,1,1,-1,-1,-1
1,27,502.301,534.449,1,1,-1,-1,-1
1,28,554.906,783.364,1,1,-1,-1,-1
1,29,604.194,698.455,1,1,-1,-1,-1
1,30,840.424,476.589,1,1,-1,-1,-1
1,31,406.722,766.413,1,1,-1,-1,-1
1,32,544.397,138.657,1,1,-1,-1,-1
1,33,796.465,728.900,1,1,-1,-1,-1
1,34,951.290,781.680,1,1,-1,-1,-1
1,35,90.701,408.219,1,1,-1,-1,-1
1,36,269.236,985.663,1,1,-1,-1,-1
1,37,616.644,683.169,1,1,-1,-1,-1
1,38,392.403,972.933,1,1,-1,-1,-1
1,39,1007.332,646.961,1,1,-1,-1,-1
1,40,112.464,981.785,1,1,-1,-1,-1
1,41,113.599,331.907,1,1,-1,-1,-1
1,42,280.831,716.912,1,1,-1,-1,-1
1,43,996.401,122.545,1,1,-1,-1,-1
1,44,611.131,667.392,1,1,-1,-1,-1
1,45,539.270,838.587,1,1,-1,-1,-1
1,46,951.164,176.108,1,1,-1,-1,-1
1,47,401.482,72.721,1,1,-1,-1,-1
1,48,862.347,532.073,1,1,-1,-1,-1
1,49,979.267,829.867,1,1,-1,-1,-1
1,50,571.955,542.488,1,1,-1,-1,-1
1,51,618.080,610.813,1,1,-1,-1,-1
1,52,477.081,162.196,1,1,-1,-1,-1
1,53,992.574,813.950,1,1,-1,-1,-1
1,54,925.586,709.683,1,1,-1,-1,-1
1,55,18.071,233.566,1,1,-1,-1,-1
1,56,524.522,765.132,1,1,-1,-1,-1
1,57,729.679,741.181,1,1,-1,-1,-1
1,58,510.171,955.301,1,1,-1,-1,-1
1,59,840.734,398.764,1,1,-1,-1,-1
1,60,730.177,582.886,1,1,-1,-1,-1
1,61,468.127,399.668,1,1,-1,-1,-1
1,62,128.115,854.172,1,1,-1,-1,-1
1,63,691.179,141.464,1,1,-1,-1,-1
1,64,37.760,232.957,1,1,-1,-1,-1
1,65,796.315,88.961,1,1,-1,-1,-1
1,66,722.406,24.580,1,1,-1,-1,-1
1,67,493.252,197.469,1,1,-1,-1,-1
1,68,446.271,903.578,1,1,-1,-1,-1
1,69,-1.195,986.089,1,1,-1,-1,-1
1,70,449.566,123.930,1,1,-1,-1,-1
1,71,112.249,587.685,1,1,-1,-1,-1
1,72,250.386,875.332,1,1,-1,-1,-1
1,73,236.162,779.680,1,1,-1,-1,-1
1,74,651.329,856.469,1,1,-1,-1,-1
1,75,491.618,812.460,1,1,-1,-1,-1
1,76,544.488,743.494,1,1,-1,-1,-1
1,77,840.034,493.550,1,1,-1,-1,-1
1,78,11.938,830.321,1,1,-1,-1,-1
1,79,385.179,611.615,1,1,-1,-1,-1
1,80,902.498,109.249,1,1,-1,-1,-1
1,81,234.707,833.942,1,1,-1,-1,-1
1,82,823.471,545.106,1,1,-1,-1,-1
1,83,382.495,384.275,1,1,-1,-1,-1
1,84,178.217,456.254,1,1,-1,-1,-1
1,85,670.551,728.503,1,1,-1,-1,-1
1,86,942.232,907.860,1,1,-1,-1,-1
1,87,927.530,345.131,1,1,-1,-1,-1
1,88,547.052,950.859,1,1,-1,-1,-1
1,89,433.585,41.404,1,1,-1,-1,-1
1,90,22.567,942.788,1,1,-1,-1,-1
1,91,369.068,649.083,1,1,-1,-1,-1
1,92,900.251,553.288,1,1,-1,-1,-1
1,93,493.532,758.918,1,1,-1,-1,-1
1,94,718.389,984.928,1,1,-1,-1,-1
1,95,427.119,862.283,1,1,-1,-1,-1
1,96,406.201,399.346,1,1,-1,-1,-1
1,97,190.177,274.326,1,1,-1,-1,-1
1,98,307.414,227.723,1,1,-1,-1,-1
1,99,265.061,556.728,1,1,-1,-1,-1
